id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,1.b_genero,2.b_setor,2.c_numero_de_funcionarios,2.f_cargo_atual,2.h_faixa_salarial
96,1,SP,Não tenho experiência na área de dados,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Público,de 501 a 1.000,Analista de Suporte/Analista Técnico,de R$ 4.001/mês a R$ 6.000/mês
97,1,SP,Menos de 1 ano,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Outras Engenharias (não inclui dev),de R$ 6.001/mês a R$ 8.000/mês
98,1,SP,Menos de 1 ano,de 3 a 4 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
99,1,SP,Menos de 1 ano,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Indústria,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 12.001/mês a R$ 16.000/mês
100,1,SP,Menos de 1 ano,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês
101,1,SP,Menos de 1 ano,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês
102,1,SP,Menos de 1 ano,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Varejo,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
103,1,SP,Menos de 1 ano,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês
104,1,SP,Menos de 1 ano,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês
105,1,SP,Menos de 1 ano,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês
106,1,SP,Menos de 1 ano,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês
107,1,SP,Menos de 1 ano,de 7 a 10 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Masculino,Setor Público,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 16.001/mês a R$ 20.000/mês
108,1,SP,Não tenho experiência na área de dados,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês
109,1,SP,Menos de 1 ano,de 3 a 4 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Feminino,Varejo,Acima de 3.000,Outra Opção,de R$ 12.001/mês a R$ 16.000/mês
110,1,SP,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
111,1,SP,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês
112,1,SP,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 2.001/mês a R$ 3.000/mês
113,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Masculino,Finanças ou Bancos,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
114,1,SP,Mais de 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
115,1,SP,Mais de 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Outra Opção,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 16.001/mês a R$ 20.000/mês
116,1,SP,Mais de 10 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
117,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
118,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
119,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês
120,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 501 a 1.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
121,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Arquiteto de Dados/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
122,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
123,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
124,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analytics Engineer,de R$ 16.001/mês a R$ 20.000/mês
125,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 1 a 5,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
126,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Telecomunicação,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
127,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
128,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área da Saúde,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
129,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Internet/Ecommerce,Acima de 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
130,1,SP,Mais de 10 anos,de 3 a 4 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Finanças ou Bancos,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
131,1,SP,Mais de 10 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
132,1,SP,Mais de 10 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 25.001/mês a R$ 30.000/mês
133,1,SP,Mais de 10 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
134,1,SP,Mais de 10 anos,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Indústria,de 1.001 a 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês
135,1,SP,Mais de 10 anos,de 3 a 4 anos,Mestrado,Química / Física,Masculino,Setor Alimentício,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês
136,1,SP,Mais de 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
137,1,SP,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Telecomunicação,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
138,1,SP,Mais de 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
139,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Área de Consultoria,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
140,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Outra Opção,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
141,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês
142,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês
143,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Outra opção,Masculino,Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
144,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Internet/Ecommerce,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
145,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
146,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês
147,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analytics Engineer,de R$ 16.001/mês a R$ 20.000/mês
148,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Indústria,de 11 a 50,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
149,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Outra Opção,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
150,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês
151,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Área de Consultoria,de 101 a 500,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
152,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês
153,1,SP,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Feminino,Indústria,Acima de 3.000,Outra Opção,de R$ 12.001/mês a R$ 16.000/mês
